,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,name,speechiness,tempo,time_signature,track_name,type,uri,valence
177,0.138,0.82,267520,0.553,0.0,10,0.114,-5.645,0,Fed-X,0.318,95.965,4,Got to Make Her Mine,bay_area,spotify:track:2a69289j24kj6WCahmjga3,0.427
178,0.156,0.779,235587,0.702,0.0,1,0.143,-6.881,1,Fed-X,0.0609,97.789,4,Love 4 the Streets (My Testimony),bay_area,spotify:track:6lpC3AvWoVLTvoQ1B9oSKC,0.472
179,0.0368,0.628,225000,0.57,0.0,10,0.0986,-6.194,0,Fed-X,0.316,91.634,4,Cocaine Cowboys,bay_area,spotify:track:66p21Qnld7czVrWY9347uq,0.222
180,0.315,0.738,375627,0.802,0.0,7,0.115,-2.706,1,B-Dawg,0.0692,87.036,4,Dreamin' A Life (Feat. B-Dawg & Shadow),bay_area,spotify:track:0EEHtjxxCFApONUOuMd5xX,0.649
181,0.00261,0.728,311827,0.625,0.0,6,0.111,-5.623,0,B-Dawg,0.303,167.966,4,"Fuck How You Feelin (Feat. X.O., Lil Los, B-Dawg, Shadow & Woodie)",bay_area,spotify:track:6jv0cEMyl87DJED7AGzN0Y,0.723
182,0.199,0.605,260187,0.73,0.0,1,0.101,-3.809,1,B-Dawg,0.26,172.082,4,The Un4given,bay_area,spotify:track:5enSzlB6jxD3fnYsEUYscN,0.723
183,0.207,0.797,312280,0.683,0.0,0,0.353,-4.36,1,B-Dawg,0.163,92.014,4,Northern California (Feat. B-Dawg & Lil Los),bay_area,spotify:track:4V0NoxuR4M7zRkcEq4FvB0,0.555
184,0.669,0.731,225427,0.756,0.0,4,0.0734,-6.302,0,B-Dawg,0.272,93.957,4,Sharkz -n-the Water,bay_area,spotify:track:6zmSEui15hY010fXJoxeJB,0.546
185,0.0332,0.818,291067,0.747,0.0,4,0.106,-4.929,0,B-Dawg,0.165,90.024,4,The Young & Reckless (Feat. B-Dawg & Shadow),bay_area,spotify:track:5aeZurSbGxTf91GOJY957d,0.46
186,0.0289,0.753,222409,0.734,0.0,11,0.0562,-3.919,0,B-Dawg,0.146,86.996,4,Pain on the Block,bay_area,spotify:track:7hdUc9bpBV1e6iCbWu3Jfp,0.463
187,0.803,0.774,201627,0.748,1.13e-05,4,0.118,-6.222,0,B-Dawg,0.345,183.848,4,Legit Slangz (Feat. B-Dawg & Lil Los),bay_area,spotify:track:6R9esr5mxn03Tk4cw3I5e5,0.572
188,0.00221,0.841,230588,0.687,0.0,4,0.102,-7.36,0,B-Dawg,0.06,101.997,4,Why You Frontin' (feat. Conspiracy),bay_area,spotify:track:2m4wJqHUtk6COx76OvyPvJ,0.36
189,0.387,0.641,261960,0.667,2.49e-06,9,0.115,-6.569,0,B-Dawg,0.219,152.036,4,Never Be the Same,bay_area,spotify:track:5za0ZWhcS8M0OmkcJoI7yW,0.714
190,0.026,0.718,229053,0.631,0.0,0,0.111,-6.46,1,Tito B,0.152,107.152,4,"The Ones Who Know (feat. Tito B, Brenton Wood) - Bonus Track",bay_area,spotify:track:3nvXKu3EkJ2pKVXYeOsxw2,0.811
191,0.0338,0.839,235533,0.415,0.0,9,0.097,-11.517,0,Tito B,0.257,94.995,4,"Northern Cali Mobbin' (feat. Big Tone, Ace of Spits & Davina)",bay_area,spotify:track:3Gu1AgomajGmudgdsdzNA7,0.573
192,0.0571,0.683,244002,0.745,0.000272,5,0.127,-5.183,0,Tito B,0.32,177.923,4,Norte Stomp,bay_area,spotify:track:50HFdUOFn1n3qXfIiAYy3T,0.528
193,0.00945,0.661,202733,0.524,0.0,9,0.0717,-5.666,1,Tito B,0.333,94.689,4,"Pimpin, Hustlin, Gangsta Mob Shit (Feat. Spice 1 & Speedy Loc)",bay_area,spotify:track:0C1aRYaiS0Yg67LrpNeKKO,0.404
194,0.328,0.759,233940,0.822,0.0,7,0.294,-4.879,1,Tito B,0.238,81.022,4,Tired of the Struggle,bay_area,spotify:track:0z1FHyFBu3vh0Zc12opou6,0.788
195,0.168,0.768,367400,0.547,0.0,9,0.065,-10.656,0,Tito B,0.0695,89.003,4,True Devotion,bay_area,spotify:track:4y0HG13FuGGyi4ziGcYhIH,0.326
196,0.00445,0.911,242707,0.507,0.0,2,0.0712,-7.047,1,Tito B,0.312,90.565,4,Decoto Duz It (feat. Tito B & Bugsy),bay_area,spotify:track:7cKO1PlizjR9bXo5aFoKAh,0.514
197,0.00361,0.821,336440,0.617,0.0,1,0.0958,-6.536,1,Tito B,0.156,147.97,4,Bout It Bout It (feat. Pancholynie & Chente Corleone),bay_area,spotify:track:57qqwu6yn3Cj7GmpfEqP9F,0.198
198,0.00606,0.768,231853,0.389,2.06e-06,8,0.209,-11.214,1,Tito B,0.292,85.0,4,Enemies,bay_area,spotify:track:3V6P4Zg2S1nimywNXEBnhe,0.619
199,0.00221,0.845,223333,0.549,2.85e-05,5,0.198,-5.203,0,Tito B,0.236,92.265,4,"Red Is What I'm Made of (feat. Kriminal, Keek Dogg, & Tito B.)",bay_area,spotify:track:5xFoosGeIuWambXNSmbDXh,0.334
200,0.026,0.718,229053,0.631,0.0,0,0.111,-6.46,1,Lil Coner,0.152,107.152,4,"The Ones Who Know (feat. Tito B, Brenton Wood) - Bonus Track",bay_area,spotify:track:3nvXKu3EkJ2pKVXYeOsxw2,0.811
201,0.00345,0.68,222587,0.645,0.0,2,0.12,-5.889,0,Lil Coner,0.182,150.96,4,Smokin Ridin,bay_area,spotify:track:6A5Dk0OKMbAGiEXPrVZXvk,0.574
202,0.0599,0.674,214853,0.537,1.3e-05,9,0.0721,-10.23,0,Lil Coner,0.118,180.122,4,F*ck This Life (feat. Davina),bay_area,spotify:track:7E4cqfUAyqPpzuxS7jDLLo,0.737
203,0.188,0.777,258987,0.666,0.0,5,0.2,-5.933,0,Lil Coner,0.27,134.912,4,Misunderstood (feat. Woodie & C Locs),bay_area,spotify:track:3OE16RkH0B1V4Tbfwdv0SR,0.654
204,0.00639,0.735,268587,0.562,0.0,4,0.118,-8.38,0,Lil Coner,0.13,76.995,4,Outlaw,bay_area,spotify:track:5PZYS6n9xSmu7TosIBiHjA,0.56
205,0.00445,0.911,242707,0.507,0.0,2,0.0712,-7.047,1,Lil Coner,0.312,90.565,4,Decoto Duz It (feat. Tito B & Bugsy),bay_area,spotify:track:7cKO1PlizjR9bXo5aFoKAh,0.514
206,0.104,0.78,159880,0.579,0.0982,0,0.111,-10.366,0,Lil Coner,0.371,204.151,4,Beautiful,bay_area,spotify:track:0kjR9toElmt16biVOZ83Zr,0.739
207,0.00221,0.845,223333,0.549,2.85e-05,5,0.198,-5.203,0,Lil Coner,0.236,92.265,4,"Red Is What I'm Made of (feat. Kriminal, Keek Dogg, & Tito B.)",bay_area,spotify:track:5xFoosGeIuWambXNSmbDXh,0.334
208,0.0814,0.775,206520,0.669,0.0,10,0.332,-5.137,1,Lil Coner,0.0684,102.368,4,I'll Be Your Puppet (feat. Tweety),bay_area,spotify:track:5XPf32FXtEuLGYU2wwTk09,0.598
209,0.022,0.764,171893,0.459,0.0,7,0.0588,-5.76,1,Lil Coner,0.0348,88.025,4,Smile Now Cry Later,bay_area,spotify:track:5mS6dgTFpDX7LClVwGrG2W,0.43
210,0.253,0.923,213600,0.666,0.0,1,0.331,-7.123,0,Happy,0.389,100.07,4,Time Is Money,bay_area,spotify:track:0GZd9sItaB4duCHVo1CvDw,0.77
211,0.256,0.737,216000,0.7,0.0,1,0.433,-7.158,0,Happy,0.236,89.979,4,I Pray to God,bay_area,spotify:track:7wunb1zYJP4dT4B7Fx7G5q,0.611
212,0.189,0.787,181008,0.663,1.61e-05,3,0.0955,-7.118,0,Happy,0.134,97.989,4,F.T.O.S,bay_area,spotify:track:23bJeQowYvt6MAiN9UIjLj,0.41
213,0.167,0.948,212016,0.739,2.9e-05,7,0.0637,-5.97,1,Happy,0.326,103.976,4,Mobbin',bay_area,spotify:track:2tOsZk1xC95LPO4ERZmdQb,0.696
214,0.0269,0.862,210893,0.819,0.0,9,0.0885,-7.162,0,Happy,0.198,100.269,4,I'm Yo Sancho,bay_area,spotify:track:3nTLPCK3TYTPfDQwSFwsVX,0.606
215,0.293,0.869,107216,0.621,5.96e-06,7,0.112,-7.139,0,Happy,0.302,100.934,4,Fuck Bitch Mandime,bay_area,spotify:track:0PbAkREN0Vdzwv8KMmos1b,0.665
216,0.14,0.856,241584,0.418,2.87e-05,2,0.0867,-8.701,1,Happy,0.237,90.004,4,Watch'n',bay_area,spotify:track:1AdygX9Bz3pEo5mHDC5eao,0.507
217,0.727,0.73,175386,0.517,0.0,1,0.363,-7.122,1,Happy,0.066,87.576,4,Driftin',bay_area,spotify:track:1IywGOUW4RNgzhks2cGNzT,0.508
218,0.0691,0.783,176592,0.449,0.000256,9,0.104,-8.414,1,Happy,0.354,180.089,4,Things That I Do,bay_area,spotify:track:5M4oXPkhlcOJwVHlOQX4kA,0.347
219,0.44,0.769,208000,0.608,0.0,7,0.0591,-6.659,1,Happy,0.434,180.097,4,Seen Better Days,bay_area,spotify:track:5EQ4Emyi8569zUQ5VC1PI4,0.58
220,0.317,0.656,260480,0.716,0.0,9,0.0773,-7.105,1,Jay Tee,0.355,90.424,4,Slow Jam,bay_area,spotify:track:3zSfFIDirChG4qVhmm1SXk,0.644
221,0.00106,0.76,256827,0.706,0.0,11,0.0596,-6.34,0,Jay Tee,0.191,170.017,4,Baby Girl - Feat. Gemini & Magic,bay_area,spotify:track:5bFmOfIPp676W93Z5Vy6kd,0.581
222,0.149,0.89,224800,0.683,0.0,11,0.106,-3.901,0,Jay Tee,0.318,94.999,4,Trippin,bay_area,spotify:track:3wRpd2beHiEKCzopgR1KAp,0.723
223,0.169,0.946,217480,0.858,0.0,11,0.671,-4.16,0,Jay Tee,0.27,102.529,4,Chop That Hoe,bay_area,spotify:track:47mTQIdLVPrMCAAcoT2XkX,0.702
224,0.338,0.792,219693,0.57,0.0,8,0.141,-5.967,0,Jay Tee,0.212,92.025,4,Pimpin' N Peelin',bay_area,spotify:track:6lwmP4h8YOvdGOQ5bQrpPr,0.496
225,0.0114,0.913,236427,0.543,8.6e-05,10,0.0662,-8.68,0,Jay Tee,0.241,88.96,4,Just A Touch of Game,bay_area,spotify:track:5METMHagfC7OOdhSyCe55F,0.628
226,0.00036,0.901,213160,0.709,0.0,1,0.23,-5.952,1,Jay Tee,0.199,102.548,4,Chop That Hoe (feat. Mac Dre & Baby Bash),bay_area,spotify:track:0EKnpiCnUaMVgniWwd0v3T,0.52
227,0.51,0.835,254307,0.732,0.0,10,0.0647,-6.152,0,Jay Tee,0.188,84.008,4,Vamanos - Remix,bay_area,spotify:track:4lBcaEOUJWThcpiS6t6i43,0.807
228,0.361,0.697,231160,0.689,0.0,10,0.142,-5.745,1,Jay Tee,0.0962,167.936,4,Vamanos,bay_area,spotify:track:6PUKJgE1huYxskKAS1PTiW,0.362
229,0.0147,0.707,283333,0.619,0.0409,7,0.0921,-7.361,1,Jay Tee,0.0333,136.014,4,She's My Homie,bay_area,spotify:track:0fIQN73Cx5DDPM4SOGhhsj,0.803
230,0.0014,0.83,189360,0.63,6.6e-06,0,0.119,-7.083,1,Cougnut,0.232,92.06,4,Faces Of Death,bay_area,spotify:track:0lakfh95wlIi24sPe5NtGr,0.379
231,0.00219,0.83,261627,0.677,0.0,6,0.0857,-10.499,0,Cougnut,0.312,98.016,4,I Smell Jealousy,bay_area,spotify:track:5sobh2KLzHtzBiVyqxqMKn,0.596
232,0.201,0.691,266907,0.611,0.0,7,0.0746,-5.652,1,Cougnut,0.335,170.021,4,"Bay Luv (feat. Lex A.D., Drizo & Yolanda)",bay_area,spotify:track:5vMfMhOeNwwdm10jdTkfmr,0.665
233,0.0178,0.676,312533,0.804,0.0,7,0.573,-5.733,1,Cougnut,0.278,88.845,4,Power N the Pain,bay_area,spotify:track:1VOv0R22OOzP1Ubu6QPb8q,0.475
234,0.00331,0.602,172213,0.736,0.0,0,0.345,-6.137,1,Cougnut,0.298,90.823,4,"Murda, Kill, Murda (Feat. Jaz, Assassin & Speedy Loc)",bay_area,spotify:track:3kQCSCcMbllxbnpww3R5it,0.42
235,0.000454,0.852,191787,0.584,1.1e-06,7,0.138,-6.803,1,Cougnut,0.265,91.028,4,Tell Me Something Good,bay_area,spotify:track:61M8c5AgG3OXa6ggjoDEYW,0.395
236,0.0443,0.687,249800,0.778,0.0,10,0.193,-6.686,0,Cougnut,0.351,86.397,4,California Love,bay_area,spotify:track:6Wzs9lKenLGEbpnH2t2Jsu,0.537
237,0.0102,0.779,248827,0.541,0.0,7,0.482,-9.12,1,Cougnut,0.187,97.864,4,Sky Blue Jungle,bay_area,spotify:track:4AgFFYwhhcp5QnvLL7haHa,0.27
238,0.123,0.831,245867,0.666,0.0,10,0.123,-6.741,0,Cougnut,0.305,90.017,4,Shadows Of Death,bay_area,spotify:track:46b7sD3uhm9Gucs2kjM48w,0.76
239,0.263,0.602,206518,0.617,0.0,5,0.326,-5.676,1,Cougnut,0.366,178.703,4,Taken Chances,bay_area,spotify:track:39RbQ415med7pMpn7cU6hJ,0.655
240,0.253,0.793,346347,0.629,0.0,1,0.214,-5.865,1,Lou E Lou,0.298,93.918,4,"Blackbird (Feat. Lil Los, Shadow & Lou E Lou)",bay_area,spotify:track:4iXSdj83QtXs6rk4wEKvdz,0.785
241,0.148,0.78,293307,0.777,1.48e-06,9,0.104,-5.63,0,Lou E Lou,0.124,94.029,4,What You Know About Me (feat. Lil los & Lou e Lou),bay_area,spotify:track:6u3F1ZVJLB9xvu6cXAs1Kx,0.743
242,0.00261,0.728,311827,0.625,0.0,6,0.111,-5.623,0,Lou E Lou,0.303,167.966,4,"Fuck How You Feelin (Feat. X.O., Lil Los, B-Dawg, Shadow & Woodie)",bay_area,spotify:track:6jv0cEMyl87DJED7AGzN0Y,0.723
243,0.19,0.679,339187,0.893,0.0,10,0.736,-2.562,0,Lou E Lou,0.0639,87.994,4,Pray 4 Me (Feat. Lou E Lou),bay_area,spotify:track:5t6XdYOetm8ggpdJtHKj4g,0.372
244,0.0933,0.813,224227,0.671,0.0,0,0.281,-6.385,1,Lou E Lou,0.359,81.999,4,Dying Species,bay_area,spotify:track:2j19NatD6BzdzxeC0yQYhE,0.654
245,0.48,0.576,272067,0.835,0.0,1,0.0888,-4.283,1,Lou E Lou,0.198,88.964,4,I'm Wit That,bay_area,spotify:track:4L6OIE6RAmYzO8pBqIwmt8,0.549
246,0.0672,0.743,284227,0.73,0.0,0,0.054,-5.311,1,Lou E Lou,0.198,178.011,3,"Slugz 4 A Sucka, Ene Dick 4 A Bitch (Feat. Woodie)",bay_area,spotify:track:1uv2FljaWroduGo3JfqetN,0.833
247,0.0309,0.767,283400,0.756,0.0,0,0.0803,-5.641,1,Lou E Lou,0.187,156.13,4,Yay Filthy,bay_area,spotify:track:3aK8XsJ9cZXf4KfL17YSDw,0.732
248,0.0458,0.561,262721,0.851,6.76e-06,7,0.12,-5.598,0,Lou E Lou,0.252,172.062,4,Mingle with Deamonz,bay_area,spotify:track:10xSVl3sL4INb2a7CQuAAL,0.547
249,0.0876,0.357,290773,0.789,6.96e-05,0,0.356,-3.91,1,Lou E Lou,0.0601,179.889,4,Late Nite Smobbin' (Feat. Megan),bay_area,spotify:track:3Yd94vqeL8yIsLYMXUvOZf,0.486
250,0.0996,0.777,285013,0.501,0.0,0,0.0766,-5.342,0,Smigg Dirtee,0.0616,75.006,4,Shawty Is a 10 (103.5 Bomb Remix Mix),bay_area,spotify:track:6C9y4hcURzCDjivDvouLIY,0.357
251,0.754,0.519,388879,0.282,0.000227,9,0.112,-14.513,0,Smigg Dirtee,0.089,109.01,5,Silas' Room,bay_area,spotify:track:0vpMuLOHEeZUCWsNS891Xh,0.334
252,0.00555,0.676,289080,0.694,0.0,2,0.63,-7.804,1,Smigg Dirtee,0.251,82.951,4,Blow Money,bay_area,spotify:track:57IC2tf9brJgaH7pdxcLtt,0.494
253,0.0367,0.515,333936,0.774,0.0,1,0.184,-7.538,1,Smigg Dirtee,0.361,153.323,4,Jacramento (South Sac Crip-Mix),bay_area,spotify:track:3w2Z27O3xJWICqYYhK5K7D,0.303
254,0.217,0.602,176867,0.699,4.15e-06,10,0.359,-6.758,0,Smigg Dirtee,0.283,92.811,4,U Know How We Do It (Day 5),bay_area,spotify:track:6pgFhrtMJdo50EDusuIlcW,0.438
255,0.55,0.484,160824,0.762,0.0,8,0.203,-3.048,0,Smigg Dirtee,0.224,83.467,4,Motivation,bay_area,spotify:track:4JIYbZOYeDzmIJHhwYdzTK,0.646
256,0.273,0.763,222250,0.692,0.0,11,0.204,-8.956,0,Smigg Dirtee,0.406,95.091,4,Bloc Move,bay_area,spotify:track:3Li8GcJKhO5KPQO0S3RWqv,0.633
257,0.0393,0.639,216973,0.802,0.0,8,0.19,-4.088,0,Smigg Dirtee,0.379,85.005,4,Drug Runner Shit,bay_area,spotify:track:1bnPEXxcg24EQdUqJ3nV1O,0.835
258,0.224,0.653,214040,0.746,0.0,8,0.168,-4.564,1,Smigg Dirtee,0.149,78.007,4,Rockin That Sh*t (Teamwork Remix Mix),bay_area,spotify:track:4wMeiYonO95cQe7QFjEhZf,0.637
259,0.0149,0.569,208440,0.888,0.0,1,0.351,-2.723,1,Smigg Dirtee,0.175,85.915,4,Gang Up,bay_area,spotify:track:3ZgPaQKYtu0dFAH1VdFaJX,0.717
260,0.269,0.726,277760,0.516,0.0,6,0.33,-9.419,1,Mr. Kee,0.137,95.077,4,Underdog,bay_area,spotify:track:6PiBprIPgQMuAwoaaAZGTF,0.826
261,0.00365,0.718,306205,0.608,0.0,6,0.25,-5.32,0,Mr. Kee,0.19,150.034,4,How Deep is Your Mobb,bay_area,spotify:track:1pUy5SRObNxja4qEDuSoXN,0.622
262,0.151,0.64,259880,0.789,0.0,10,0.141,-4.374,0,Mr. Kee,0.219,179.942,4,Waist Deep,bay_area,spotify:track:0UNr3Bt7WZkwwMnhEHDFSN,0.64
263,0.00259,0.648,277573,0.838,5.89e-06,2,0.0873,-6.999,1,Mr. Kee,0.324,83.042,4,Smiling Faces,bay_area,spotify:track:3QMzPwAjp1u6nibc89rtMF,0.678
264,0.0954,0.73,276840,0.727,0.0,10,0.192,-7.832,0,Mr. Kee,0.36,143.935,4,18 Wit A Bullet,bay_area,spotify:track:1BVdZ5U7afdg6FzvVZqGeP,0.753
265,0.00536,0.857,195413,0.67,0.0,1,0.0589,-4.862,1,Mr. Kee,0.265,90.895,4,Real Drama,bay_area,spotify:track:28QRfAcbftZOp3CYxOFexy,0.415
266,0.222,0.818,229041,0.611,0.0,7,0.167,-12.491,1,Mr. Kee,0.303,82.009,4,Money In My Pocket (feat. Snow White The Product),bay_area,spotify:track:2YPjOrN4TqCZwXtAGVG61k,0.864
267,0.0892,0.857,268400,0.691,0.0,8,0.0735,-7.174,1,Mr. Kee,0.272,79.842,4,Game Untold,bay_area,spotify:track:432xH5svXL95BJ2am8KcZW,0.67
268,0.0387,0.539,253693,0.696,0.0,0,0.303,-5.712,1,Mr. Kee,0.289,178.193,4,Pains of the Game,bay_area,spotify:track:67Zh4jKBmL5V5xygDMMKOo,0.544
269,0.0196,0.877,254147,0.843,0.0,4,0.307,-5.441,0,Mr. Kee,0.26,78.004,4,Fuck That (Remix),bay_area,spotify:track:7u1OwJWvtkkeShsJImZ7aj,0.594
270,0.0536,0.827,209613,0.61,0.0,2,0.0805,-8.135,1,Konu,0.0571,135.021,4,This Life I Lead,bay_area,spotify:track:0c4m0EA7mAkJCz1bk9Ycmg,0.906
271,0.00656,0.732,218360,0.877,0.00182,7,0.092,-6.59,1,Konu,0.0543,142.022,4,Them Kind of Girls,bay_area,spotify:track:31CipqTpoiq33AigJfYX6t,0.873
272,0.047,0.751,182840,0.876,0.0,5,0.179,-6.574,1,Konu,0.156,152.037,4,Words to Look After,bay_area,spotify:track:3t1GyYS25V4H7tIPx5qBEE,0.97
273,0.0889,0.786,221093,0.876,0.0013,1,0.0524,-5.781,1,Konu,0.041,139.968,4,Now She Knows,bay_area,spotify:track:3VW3ZJZJhh7UIHB8Fpclr4,0.963
274,0.00635,0.722,174533,0.874,0.0,11,0.385,-8.441,1,Konu,0.144,144.056,4,Hey Lady,bay_area,spotify:track:7pZwmsDuW9wUYH5S2Oo4Mo,0.837
275,0.0277,0.729,221000,0.866,0.0,9,0.205,-6.73,1,Konu,0.0961,140.053,4,We in the Bay,bay_area,spotify:track:7hmYDF54nnPsOELrRwpMPL,0.919
276,0.00707,0.856,208973,0.803,0.0,1,0.293,-6.131,1,Konu,0.0382,130.031,4,Lot to Learn,bay_area,spotify:track:2jy5DCmcfNPpL7xdiwk1wP,0.965
277,0.00837,0.771,188973,0.626,0.0,0,0.124,-7.506,1,Konu,0.285,85.976,4,My Town,bay_area,spotify:track:5BU5k88pkFz5QqYlmiwBYK,0.899
278,0.0166,0.661,241920,0.845,4.45e-06,7,0.112,-4.763,1,Konu,0.294,176.097,4,How We Ride,bay_area,spotify:track:6qoyzujnesvtCnCIY8XRyk,0.375
279,0.00138,0.92,177476,0.574,0.0,7,0.108,-9.992,1,Konu,0.329,148.031,4,Caress You Down Slow (Bonus Oldies),bay_area,spotify:track:0dsQYlgcZxSbpSKVaULydi,0.924
280,0.00247,0.9,223548,0.424,0.0,11,0.245,-8.793,0,Yantz,0.381,100.066,4,We Active N We Function,bay_area,spotify:track:4e0uw2BMg5LCiKa8p3YakL,0.367
281,0.309,0.813,520747,0.651,0.0,4,0.0927,-8.927,0,Yantz,0.318,97.915,4,Krime Watch 4,bay_area,spotify:track:66DK6uJULo5EkkoSkLYIBn,0.503
282,0.000307,0.749,278728,0.755,0.0,0,0.0781,-7.113,1,Yantz,0.183,95.006,4,From the Start,bay_area,spotify:track:3PteowkwNjqFq9bv2It5DV,0.299
283,0.234,0.884,215973,0.797,0.0,0,0.0969,-7.522,1,Yantz,0.407,91.857,4,Im a Chicano,bay_area,spotify:track:6IEeKMEJaKHQlgTAFeB63i,0.454
284,0.629,0.809,163265,0.441,0.0,8,0.0706,-8.61,1,Yantz,0.264,91.99,4,Hey Mama,bay_area,spotify:track:46dHuYeNDICFYKfJEBpmJS,0.664
285,0.197,0.787,246204,0.597,0.0,8,0.125,-10.46,0,Yantz,0.197,96.008,4,No Regrets,bay_area,spotify:track:3CGZs8r1MLuMD7TNusrV85,0.289
286,0.158,0.772,177413,0.732,5.24e-05,5,0.35,-8.76,1,Yantz,0.298,99.002,4,Don't Ask Me Why,bay_area,spotify:track:03NSixurDaeU4xBU4vSp7L,0.404
287,0.0846,0.816,221947,0.613,0.0,9,0.107,-6.927,1,Yantz,0.173,93.575,4,In the Varrio,bay_area,spotify:track:5Eojqa6ikcGSgUdT9YJrMf,0.249
288,0.00276,0.823,289120,0.485,0.0,7,0.144,-9.535,1,Yantz,0.278,90.005,4,93905 (Remix),bay_area,spotify:track:0nHIol7Y349FKN7g6bQ7yr,0.403
289,0.479,0.894,219324,0.428,0.0,2,0.111,-9.934,1,Yantz,0.318,97.021,4,Livin' In Sin,bay_area,spotify:track:37vhhfw0VwN307PIkp1Q4L,0.0745
290,0.00193,0.733,226133,0.385,0.000669,7,0.155,-12.952,1,DarkRoom Familia,0.391,191.121,4,I'm a Gunner,bay_area,spotify:track:1FTu6MSo3qwANcBOWvVydv,0.268
291,0.00125,0.859,263573,0.669,0.0,2,0.102,-8.819,1,DarkRoom Familia,0.26,91.092,4,Marijuana Dreams,bay_area,spotify:track:6NiJXaGkBZXHS5Okob2zdJ,0.527
292,0.15,0.706,246827,0.716,0.0178,0,0.12,-5.641,1,DarkRoom Familia,0.213,180.016,4,Nortenos (San Jo 2 Tracy),bay_area,spotify:track:5upm4kWOwZ6ioy2zkzktui,0.514
293,0.00491,0.734,242120,0.669,1.48e-05,11,0.078,-8.786,0,DarkRoom Familia,0.101,182.566,4,In the Fog,bay_area,spotify:track:3xU6bIic3FeaPLMqpgaICf,0.395
294,0.106,0.88,210413,0.691,0.0,11,0.0881,-5.55,0,DarkRoom Familia,0.227,95.007,4,U.N.,bay_area,spotify:track:5cV2zpF5BeVEBStNyWS1q8,0.201
295,0.00186,0.715,185760,0.509,1.76e-06,5,0.33,-13.119,0,DarkRoom Familia,0.336,82.437,4,Northern Killa Cali,bay_area,spotify:track:0wMk7BzGPn26MuR44vqGAd,0.375
296,0.0964,0.806,232827,0.477,0.0,2,0.34,-11.369,1,DarkRoom Familia,0.148,94.015,4,Retaliation,bay_area,spotify:track:4SYmAtvVUPlRtMHcxmi4PU,0.182
297,0.0141,0.768,241053,0.546,0.0,5,0.244,-7.966,0,DarkRoom Familia,0.0516,103.612,4,In the Darkroom,bay_area,spotify:track:2aoPN9BgXjoX1mzSmsJjNG,0.777
298,0.107,0.645,244080,0.682,0.0,11,0.363,-8.876,1,DarkRoom Familia,0.365,172.28,4,Valley 2 Tha Bay,bay_area,spotify:track:1fVi9SAbLtZkfCUizB13ON,0.622
299,0.026,0.904,330733,0.592,5.57e-06,3,0.362,-12.684,0,DarkRoom Familia,0.472,91.105,4,Handful,bay_area,spotify:track:7MfTcd2eZ84rpF4CU67Fal,0.777
300,0.15,0.706,246827,0.716,0.0178,0,0.12,-5.641,1,Sir Dyno,0.213,180.016,4,Nortenos (San Jo 2 Tracy),bay_area,spotify:track:5upm4kWOwZ6ioy2zkzktui,0.514
301,0.202,0.81,284187,0.643,1.47e-05,9,0.0714,-6.438,0,Sir Dyno,0.163,95.11,4,Have You Ever Sold Dope,bay_area,spotify:track:2IEkuz9QcWA7wIQTMlQUF9,0.599
302,0.428,0.804,255507,0.629,0.0,9,0.134,-9.205,0,Sir Dyno,0.304,92.005,4,My Camarada,bay_area,spotify:track:3jyFqyZZewNXCqjAMzSX7m,0.41
303,0.163,0.742,280960,0.576,0.00175,7,0.169,-7.919,1,Sir Dyno,0.157,96.349,4,Forced to Get Paid,bay_area,spotify:track:1Gx2tFHKjnWCkh5zS4Df4x,0.485
304,0.311,0.719,236453,0.729,0.0,7,0.413,-4.531,1,Sir Dyno,0.308,180.116,4,I Killed Your Homeboy,bay_area,spotify:track:76EqoGgROV4dtXmtOfzhL3,0.463
305,1.07e-05,0.647,219107,0.835,0.232,0,0.146,-6.374,1,Sir Dyno,0.109,96.84,4,Brown Chicana,bay_area,spotify:track:35bIQ3RqT3uOQdVB0QeTho,0.519
306,0.226,0.719,315507,0.603,0.000586,4,0.0751,-7.534,0,Sir Dyno,0.0387,94.8,4,Brown Persuasion,bay_area,spotify:track:1WWDJLhFEyGR2q0YMWBXgy,0.447
307,0.19,0.866,245707,0.674,0.0251,7,0.11,-5.518,1,Sir Dyno,0.0366,91.987,4,I Can't See Through the Rain,bay_area,spotify:track:2sKFDP9j7Doi0vyZ2sOFJl,0.132
308,0.526,0.866,260800,0.542,0.245,9,0.0798,-5.995,0,Sir Dyno,0.132,75.001,1,La Mas Hermosa,bay_area,spotify:track:4lUgAuSKp0BdDC2mAd5cik,0.948
309,0.801,0.761,289920,0.453,0.0,9,0.103,-9.758,0,Sir Dyno,0.0783,85.998,4,Daddy's Home 2003,bay_area,spotify:track:6BpeblEKhwBy1t25D6WGea,0.427
310,0.155,0.722,339383,0.83,0.0,4,0.244,-6.346,0,Tito Loc,0.377,160.059,4,All I Know,bay_area,spotify:track:3jBiLcYmjtztMujthqWDuZ,0.693
311,0.0988,0.809,224026,0.667,0.0,1,0.0956,-7.626,1,Tito Loc,0.209,93.957,4,Push Pull Strive,bay_area,spotify:track:5yMVeWbt637tY7q2002cSq,0.38
312,0.0372,0.857,213333,0.876,0.0,8,0.109,-5.251,0,Tito Loc,0.202,99.05,4,Beat the Odds,bay_area,spotify:track:6B7AMt2OrOErj1Okjhbp6h,0.363
