,type,name,track_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
268,bay_area,Yantz,Livin' In Sin,spotify:track:37vhhfw0VwN307PIkp1Q4L,0.894,0.428,2,-9.934,1,0.318,0.479,0.0,0.111,0.0745,97.021,219324,4
269,bay_area,Yantz,In the Varrio,spotify:track:5Eojqa6ikcGSgUdT9YJrMf,0.816,0.613,9,-6.927,1,0.173,0.0846,0.0,0.107,0.249,93.575,221947,4
270,bay_area,Mr. Kee,Underdog,spotify:track:6PiBprIPgQMuAwoaaAZGTF,0.726,0.516,6,-9.419,1,0.137,0.269,0.0,0.33,0.826,95.077,277760,4
271,bay_area,Mr. Kee,How Deep is Your Mobb,spotify:track:1pUy5SRObNxja4qEDuSoXN,0.718,0.608,6,-5.32,0,0.19,0.00365,0.0,0.25,0.622,150.034,306205,4
272,bay_area,Mr. Kee,Waist Deep,spotify:track:0UNr3Bt7WZkwwMnhEHDFSN,0.64,0.789,10,-4.374,0,0.219,0.151,0.0,0.141,0.64,179.942,259880,4
273,bay_area,Mr. Kee,Smiling Faces,spotify:track:3QMzPwAjp1u6nibc89rtMF,0.648,0.838,2,-6.999,1,0.324,0.00259,5.89e-06,0.0873,0.678,83.042,277573,4
274,bay_area,Mr. Kee,18 Wit A Bullet,spotify:track:1BVdZ5U7afdg6FzvVZqGeP,0.73,0.727,10,-7.832,0,0.36,0.0954,0.0,0.192,0.753,143.935,276840,4
275,bay_area,Mr. Kee,Real Drama,spotify:track:28QRfAcbftZOp3CYxOFexy,0.857,0.67,1,-4.862,1,0.265,0.00536,0.0,0.0589,0.415,90.895,195413,4
276,bay_area,Mr. Kee,Money In My Pocket (feat. Snow White The Product),spotify:track:2YPjOrN4TqCZwXtAGVG61k,0.818,0.611,7,-12.491,1,0.303,0.222,0.0,0.167,0.864,82.009,229041,4
277,bay_area,Mr. Kee,Game Untold,spotify:track:432xH5svXL95BJ2am8KcZW,0.857,0.691,8,-7.174,1,0.272,0.0892,0.0,0.0735,0.67,79.842,268400,4
278,bay_area,Mr. Kee,Pains of the Game,spotify:track:67Zh4jKBmL5V5xygDMMKOo,0.539,0.696,0,-5.712,1,0.289,0.0387,0.0,0.303,0.544,178.193,253693,4
279,bay_area,Mr. Kee,Fuck That (Remix),spotify:track:7u1OwJWvtkkeShsJImZ7aj,0.877,0.843,4,-5.441,0,0.26,0.0196,0.0,0.307,0.594,78.004,254147,4
280,bay_area,DarkRoom Familia,I'm a Gunner,spotify:track:1FTu6MSo3qwANcBOWvVydv,0.733,0.385,7,-12.952,1,0.391,0.00193,0.000669,0.155,0.268,191.121,226133,4
281,bay_area,DarkRoom Familia,Marijuana Dreams,spotify:track:6NiJXaGkBZXHS5Okob2zdJ,0.859,0.669,2,-8.819,1,0.26,0.00125,0.0,0.102,0.527,91.092,263573,4
282,bay_area,DarkRoom Familia,Nortenos (San Jo 2 Tracy),spotify:track:5upm4kWOwZ6ioy2zkzktui,0.706,0.716,0,-5.641,1,0.213,0.15,0.0178,0.12,0.514,180.016,246827,4
283,bay_area,DarkRoom Familia,In the Fog,spotify:track:3xU6bIic3FeaPLMqpgaICf,0.734,0.669,11,-8.786,0,0.101,0.00491,1.48e-05,0.078,0.395,182.566,242120,4
284,bay_area,DarkRoom Familia,U.N.,spotify:track:5cV2zpF5BeVEBStNyWS1q8,0.88,0.691,11,-5.55,0,0.227,0.106,0.0,0.0881,0.201,95.007,210413,4
285,bay_area,DarkRoom Familia,Northern Killa Cali,spotify:track:0wMk7BzGPn26MuR44vqGAd,0.715,0.509,5,-13.119,0,0.336,0.00186,1.76e-06,0.33,0.375,82.437,185760,4
286,bay_area,DarkRoom Familia,Retaliation,spotify:track:4SYmAtvVUPlRtMHcxmi4PU,0.806,0.477,2,-11.369,1,0.148,0.0964,0.0,0.34,0.182,94.015,232827,4
287,bay_area,DarkRoom Familia,In the Darkroom,spotify:track:2aoPN9BgXjoX1mzSmsJjNG,0.768,0.546,5,-7.966,0,0.0516,0.0141,0.0,0.244,0.777,103.612,241053,4
288,bay_area,DarkRoom Familia,Valley 2 Tha Bay,spotify:track:1fVi9SAbLtZkfCUizB13ON,0.645,0.682,11,-8.876,1,0.365,0.107,0.0,0.363,0.622,172.28,244080,4
289,bay_area,DarkRoom Familia,Handful,spotify:track:7MfTcd2eZ84rpF4CU67Fal,0.904,0.592,3,-12.684,0,0.472,0.026,5.57e-06,0.362,0.777,91.105,330733,4
290,bay_area,Sir Dyno,Nortenos (San Jo 2 Tracy),spotify:track:5upm4kWOwZ6ioy2zkzktui,0.706,0.716,0,-5.641,1,0.213,0.15,0.0178,0.12,0.514,180.016,246827,4
291,bay_area,Sir Dyno,Have You Ever Sold Dope,spotify:track:2IEkuz9QcWA7wIQTMlQUF9,0.81,0.643,9,-6.438,0,0.163,0.202,1.47e-05,0.0714,0.599,95.11,284187,4
292,bay_area,Sir Dyno,My Camarada,spotify:track:3jyFqyZZewNXCqjAMzSX7m,0.804,0.629,9,-9.205,0,0.304,0.428,0.0,0.134,0.41,92.005,255507,4
293,bay_area,Sir Dyno,Forced to Get Paid,spotify:track:1Gx2tFHKjnWCkh5zS4Df4x,0.742,0.576,7,-7.919,1,0.157,0.163,0.00175,0.169,0.485,96.349,280960,4
294,bay_area,Sir Dyno,I Killed Your Homeboy,spotify:track:76EqoGgROV4dtXmtOfzhL3,0.719,0.729,7,-4.531,1,0.308,0.311,0.0,0.413,0.463,180.116,236453,4
295,bay_area,Sir Dyno,Brown Chicana,spotify:track:35bIQ3RqT3uOQdVB0QeTho,0.647,0.835,0,-6.374,1,0.109,1.07e-05,0.232,0.146,0.519,96.84,219107,4
296,bay_area,Sir Dyno,Brown Persuasion,spotify:track:1WWDJLhFEyGR2q0YMWBXgy,0.719,0.603,4,-7.534,0,0.0387,0.226,0.000586,0.0751,0.447,94.8,315507,4
297,bay_area,Sir Dyno,I Can't See Through the Rain,spotify:track:2sKFDP9j7Doi0vyZ2sOFJl,0.866,0.674,7,-5.518,1,0.0366,0.19,0.0251,0.11,0.132,91.987,245707,4
298,bay_area,Sir Dyno,La Mas Hermosa,spotify:track:4lUgAuSKp0BdDC2mAd5cik,0.866,0.542,9,-5.995,0,0.132,0.526,0.245,0.0798,0.948,75.001,260800,1
299,bay_area,Sir Dyno,Daddy's Home 2003,spotify:track:6BpeblEKhwBy1t25D6WGea,0.761,0.453,9,-9.758,0,0.0783,0.801,0.0,0.103,0.427,85.998,289920,4
300,bay_area,Tito Loc,All I Know,spotify:track:3jBiLcYmjtztMujthqWDuZ,0.722,0.83,4,-6.346,0,0.377,0.155,0.0,0.244,0.693,160.059,339383,4
301,bay_area,Tito Loc,Push Pull Strive,spotify:track:5yMVeWbt637tY7q2002cSq,0.809,0.667,1,-7.626,1,0.209,0.0988,0.0,0.0956,0.38,93.957,224026,4
302,bay_area,Tito Loc,Beat the Odds,spotify:track:6B7AMt2OrOErj1Okjhbp6h,0.857,0.876,8,-5.251,0,0.202,0.0372,0.0,0.109,0.363,99.05,213333,4
303,bay_area,Tito Loc,How Real Can You Keep It,spotify:track:1gIawsbV3HpnAuwQ5KbJaR,0.891,0.323,1,-7.821,1,0.432,0.25,0.0,0.37,0.0483,94.044,296101,4
304,bay_area,Tito Loc,Down 2 Ride,spotify:track:0Pkdqie8YPe2sfIsaOkedT,0.636,0.624,10,-7.268,0,0.35,0.153,0.0,0.233,0.479,180.031,220682,4
305,bay_area,Tito Loc,Nobody,spotify:track:27qLbPn3U5ciA0a2svofhS,0.706,0.507,2,-9.558,1,0.403,0.393,0.0,0.0792,0.537,184.21,237401,4
306,bay_area,Tito Loc,Bang'n on Um,spotify:track:0cElcWEse3EAO4ZsMAogGB,0.822,0.599,2,-7.809,1,0.33,0.351,0.0,0.112,0.752,84.991,317649,4
307,bay_area,Tito Loc,Pull Out,spotify:track:0qLDHzwH9dnjlkwQNb1NB8,0.713,0.489,0,-11.007,1,0.39,0.0022,0.0,0.124,0.633,179.88,196162,4
308,bay_area,Tito Loc,Fast Lane,spotify:track:4FKxKMvw3rO91TdcockFgI,0.525,0.689,0,-6.293,0,0.322,0.191,0.0,0.188,0.176,94.68,288670,3
309,bay_area,Tito Loc,M.O.E.,spotify:track:2CspfqOc7ZD2sERkRmsj46,0.823,0.58,5,-8.362,1,0.261,0.473,0.0,0.135,0.8,89.996,250404,4
310,bay_area,I.M.P,Frisco,spotify:track:3QLtMoSkbZNyh2eWjelS9Y,0.805,0.688,1,-10.49,1,0.252,0.0567,7.01e-05,0.0844,0.365,109.109,310040,4
311,bay_area,I.M.P,Wild Ass West,spotify:track:6UGht8GPlOk1tIdxBvQLY0,0.839,0.601,9,-7.608,1,0.25,0.051,0.000223,0.0817,0.479,101.995,200333,4
312,bay_area,I.M.P,Shine Star,spotify:track:4HUrGLCmwtk04bRVWUxO2N,0.894,0.589,1,-7.434,1,0.181,0.000202,0.0,0.183,0.304,95.211,264573,4
313,bay_area,I.M.P,Jealousy,spotify:track:2V2EHvUtm3pzz51ImNm0gr,0.881,0.71,11,-8.213,0,0.277,0.00488,0.0,0.0924,0.543,97.991,257040,4
314,bay_area,I.M.P,Scandlous,spotify:track:53CyymsmtJ1wFAUqdM26Hd,0.915,0.618,11,-12.862,0,0.37,0.000677,7.05e-06,0.0836,0.603,100.309,237893,4
315,bay_area,I.M.P,Boots Laced Tight,spotify:track:6ZVsyP35abU5XUrrd4wUut,0.782,0.762,4,-6.336,0,0.296,0.0244,0.0,0.109,0.728,94.19,236000,4
316,bay_area,I.M.P,Don't Try to Play Me,spotify:track:4eHuhMdyDYAXoHjhifLyXx,0.938,0.701,0,-9.888,1,0.276,0.00333,0.0,0.268,0.686,96.452,219333,4
317,bay_area,I.M.P,Don't Get It Twisted,spotify:track:2XmJA8I6YRWjOkkRcHpBuk,0.752,0.687,10,-7.697,0,0.0507,0.000322,0.00813,0.532,0.482,85.138,295400,4
318,bay_area,I.M.P,Bay Nigga,spotify:track:7cBDy0XLKqrN4WSLp7uUGq,0.736,0.669,10,-6.28,0,0.0416,0.00313,3.53e-05,0.352,0.465,89.004,286133,4
319,bay_area,I.M.P,The Last Breath,spotify:track:5vlc5V43URhraJt7dEnwCA,0.775,0.825,4,-7.843,0,0.249,0.00398,0.0,0.155,0.801,81.182,343533,4
320,bay_area,Big Oso Loc,My Flag,spotify:track:3s38aiziJwvdU1uqBn7DsC,0.675,0.825,3,-5.137,0,0.175,0.0877,0.0,0.161,0.62,97.051,281000,4
321,bay_area,Big Oso Loc,Im a Mon-sta,spotify:track:0cbO1mBQg6Dqe23PqpdTFs,0.814,0.67,9,-7.501,1,0.353,0.0171,0.0,0.0767,0.675,156.087,269853,4
322,bay_area,Big Oso Loc,How I Ride,spotify:track:4pUZJEH9ibe7PJ8jksdJzR,0.851,0.622,1,-6.249,1,0.152,0.00372,0.0,0.0751,0.774,149.923,312853,4
323,bay_area,Big Oso Loc,I Stays On the Block (feat. Big Oso Locs & Ace of Spits),spotify:track:2Uwb7FaD8AgYjxr8KdmRO0,0.741,0.857,6,-5.363,1,0.425,0.0136,0.0,0.199,0.793,74.917,312600,4
324,bay_area,Big Oso Loc,The Red Zone,spotify:track:00DUAdjOx5WDdgBMmaGmzG,0.625,0.854,1,-5.932,0,0.17,0.0052,1.03e-05,0.277,0.465,171.959,249840,4
325,bay_area,Big Oso Loc,Boots on the Yard,spotify:track:5O4wUprc1uE3hEtANMUt9j,0.691,0.443,0,-11.163,1,0.145,0.00453,4.26e-06,0.0891,0.208,89.946,247246,4
326,bay_area,Big Oso Loc,What You Know About Me (feat. Big Oso Loc & Keek Dogg) - Remix,spotify:track:3TG1aLY3eFlQONFBQPpSMW,0.733,0.832,9,-6.084,0,0.126,0.248,0.0,0.0887,0.764,94.042,283267,4
327,bay_area,Big Oso Loc,Gangsta's Don't Talk (feat. Big Rhino),spotify:track:5mjav7qilrQwrVrNKHuL2b,0.577,0.818,5,-6.441,0,0.0828,0.065,1.25e-05,0.667,0.381,75.01,256440,4
328,bay_area,Big Oso Loc,Dont Go There (feat. Big Rome & Big Loco),spotify:track:48Y9zLH4aMIRPGLlvfZXjN,0.608,0.706,11,-7.093,0,0.197,0.0115,0.0,0.0885,0.296,89.926,232943,4
329,bay_area,Big Oso Loc,Throw Up The 4 (feat. Pistol Cee & Redrum),spotify:track:5X6pWCzFtnAbtSnmPrvdzG,0.754,0.81,4,-6.116,0,0.0856,0.346,0.0,0.0678,0.562,99.075,207080,4
330,bay_area,Goldtoes,Nothside Soldier,spotify:track:0AcWxbqE5mHmmeA0OT3L3H,0.884,0.558,7,-6.7,1,0.207,0.0072,0.0,0.0874,0.72,94.995,299773,4
331,bay_area,Goldtoes,Norte Stomp,spotify:track:50HFdUOFn1n3qXfIiAYy3T,0.683,0.745,5,-5.183,0,0.32,0.0571,0.000272,0.127,0.528,177.923,244002,4
332,bay_area,Goldtoes,Fallen Soldiers,spotify:track:265bmH4H9adsKkmND4O5r2,0.817,0.778,4,-4.297,0,0.238,0.0175,0.0,0.374,0.552,96.643,219840,4
333,bay_area,Goldtoes,Romped Out Norteno - Thizzed OUT Remix,spotify:track:3rcOPW1yT8L4PLwxTgXfI0,0.716,0.679,1,-5.105,1,0.382,0.00579,0.0,0.318,0.799,84.47,244187,4
334,bay_area,Goldtoes,San Francisco,spotify:track:3vZUbcBUYbJfBltdwcGdRd,0.803,0.585,7,-7.472,1,0.304,0.0102,0.0,0.399,0.675,117.94,187680,4
335,bay_area,Goldtoes,"Walk On Toes (feat. SPM, Lil Ro, & Lucky Luciano)",spotify:track:0Kxj1c7mRp3o8eXHskEm9P,0.769,0.792,7,-4.108,1,0.121,0.028,1.41e-05,0.267,0.719,160.038,267000,4
336,bay_area,Goldtoes,Waiting On You,spotify:track:4Mw0DAimq5OzCJwZ9ENjqb,0.635,0.616,9,-7.458,0,0.0455,0.516,7.64e-05,0.123,0.435,119.95,190053,4
337,bay_area,Goldtoes,Across The Water,spotify:track:0ywc12I1vG5cjMuZRUkwt2,0.751,0.72,5,-6.918,0,0.223,0.265,0.0,0.166,0.64,95.006,222333,4
338,bay_area,Goldtoes,I Don't Lean Like A Cholo,spotify:track:11JmzyMfGM0BV0HJDsfhqL,0.784,0.842,7,-5.138,1,0.286,0.0682,0.0,0.161,0.601,97.045,241987,4
339,bay_area,Goldtoes,Game Untold,spotify:track:432xH5svXL95BJ2am8KcZW,0.857,0.691,8,-7.174,1,0.272,0.0892,0.0,0.0735,0.67,79.842,268400,4
340,bay_area,A Wax,Always Something,spotify:track:76FXdjhBjxADRZHQFoTHL7,0.855,0.788,6,-6.755,1,0.203,0.295,0.0,0.0924,0.202,107.045,198766,4
341,bay_area,A Wax,Lay-Em Low (feat. B-Dawg),spotify:track:45c18J49AbUgRTaKudT2cL,0.692,0.72,10,-7.341,0,0.172,0.21,0.0,0.153,0.414,79.014,268005,4
342,bay_area,A Wax,On The Edge,spotify:track:5ehCq5p4y9k79tHA7fqoGK,0.608,0.842,5,-6.072,0,0.265,0.295,0.0604,0.0731,0.588,184.132,210141,4
343,bay_area,A Wax,The Yoc And The Burg,spotify:track:6H2jutahGkztcScM3I3Kai,0.504,0.874,7,-5.186,1,0.241,0.143,0.00382,0.117,0.536,167.897,207540,4
344,bay_area,A Wax,A Rebel's Prayer (feat. B-Dawg),spotify:track:1EB3obmIIolG4Y3oEaJLkX,0.644,0.598,9,-7.602,0,0.16,0.117,0.28,0.138,0.541,171.926,223701,4
345,bay_area,A Wax,Patriot Acts (feat. Lou-E-Lou),spotify:track:11kmp5Qph70wydXlGS0V7C,0.789,0.745,1,-6.466,1,0.307,0.00475,0.0,0.0806,0.44,87.868,266170,4
346,bay_area,A Wax,"Bayrider Gang (feat. Dutch, Smigg Dirtee)",spotify:track:7qSjmAh9vrUvfFlDOHsDtm,0.463,0.947,1,-5.294,1,0.286,0.299,0.0,0.188,0.792,86.254,205404,4
347,bay_area,A Wax,Fast Way,spotify:track:7xJ5qtdy3EScMT5IxZQoJb,0.921,0.633,1,-7.954,1,0.284,0.135,0.0,0.125,0.799,95.943,182857,4
348,bay_area,A Wax,Safe Here,spotify:track:3k5PxdkyNJ9CJO9sO3SIRT,0.773,0.734,2,-7.5,1,0.342,0.0181,0.0,0.067,0.666,163.968,212927,4
349,bay_area,A Wax,Love Is Hope,spotify:track:40tIc7Vf0NtnNNLxHuczzB,0.4,0.955,1,-5.135,0,0.333,0.398,0.0,0.0862,0.666,81.717,202083,4
350,bay_area,Lil Toro,Real Hitters,spotify:track:4W4cBdvt3TNbBERKsXwg1r,0.726,0.647,9,-6.523,0,0.108,0.0421,1.05e-06,0.143,0.341,178.057,237292,4
351,bay_area,Lil Toro,Ain't No Gun Wavin,spotify:track:1TDpLmiI7fk4CuBevS66r0,0.701,0.687,7,-4.896,1,0.18,0.234,0.0,0.199,0.329,89.982,246173,4
352,bay_area,Lil Toro,Mouth Piece,spotify:track:6EZq6bFAdwDuheEuTWhDLX,0.756,0.735,11,-4.666,1,0.0814,0.122,0.0,0.127,0.588,80.013,254267,4
353,bay_area,Lil Toro,"All Funk, No Love",spotify:track:17ZsHNaLN5NtD2sTTxuzRR,0.875,0.704,2,-5.178,1,0.112,0.0368,0.0,0.541,0.488,95.002,225012,4
354,bay_area,Lil Toro,Push Comes to Shove,spotify:track:1oVymdFtEZDeMAo2WqDJ9P,0.606,0.914,7,-4.408,1,0.199,0.492,0.0,0.173,0.888,167.94,285667,4
355,bay_area,Lil Toro,Sorry Mama,spotify:track:35FrI4dtu27fFnWxpYq0u9,0.736,0.316,0,-14.801,1,0.0834,0.359,0.0,0.114,0.582,89.996,234685,4
356,bay_area,Lil Toro,Take a Ride,spotify:track:4vcw6i8NBpk9OliTxyHPuJ,0.771,0.599,8,-5.297,0,0.0822,0.0336,0.0,0.102,0.345,95.007,237680,4
357,bay_area,Lil Toro,Tramp Droppin',spotify:track:1AudPkzlueO9IkauzpHzng,0.71,0.583,5,-10.099,1,0.241,0.0575,0.0,0.334,0.208,92.041,297401,4
358,bay_area,Lil Toro,Overdose,spotify:track:4j4dkwu9fMDY6qSkRU5jV1,0.752,0.58,7,-8.21,1,0.416,0.0565,0.0,0.0797,0.59,91.02,255982,4
359,bay_area,Lil Toro,Rok Your Body,spotify:track:7hI0kCI4p40OYseCCC6pzg,0.757,0.935,10,-3.772,0,0.0959,0.0389,0.0,0.0935,0.665,113.17,181560,4
360,bay_area,Speedy Loc,"Pimpin, Hustlin, Gangsta Mob Shit (Feat. Spice 1 & Speedy Loc)",spotify:track:0C1aRYaiS0Yg67LrpNeKKO,0.661,0.524,9,-5.666,1,0.333,0.00945,0.0,0.0717,0.404,94.689,202733,4
361,bay_area,Speedy Loc,"East Bay Riderz (feat. C Rite, Tito B, Ed Dosia, Drawz, Lenyo, Keek Dogg & Bandit)",spotify:track:3W5xXyY77OX5Zn4NAdRMGV,0.737,0.706,2,-6.957,1,0.406,0.256,0.0,0.137,0.849,185.919,272747,4
362,bay_area,Speedy Loc,"Ghetto Ballin' (feat. Daz, JT the Bigga Figga, Low & Konvict)",spotify:track:5IyORGbQmbn69WJyNucPTu,0.698,0.554,2,-7.016,1,0.285,0.281,0.0,0.228,0.377,84.925,322960,4
363,bay_area,Speedy Loc,"Tirbute To Speedy Loc (feat. Speedy's Mom & Kids, Mousie, Lil Coner, Tito-B, Ed Dosia, Big Oso Loc, Keek Dogg & Speedy's Homies)",spotify:track:0KBFBclSKOOO1rK3fQvAT4,0.553,0.732,9,-3.173,0,0.254,0.187,0.0,0.161,0.183,179.909,455427,4
364,bay_area,Speedy Loc,Look N 2 My Eyez,spotify:track:2HhFvO5nCv967lRjMsnxsZ,0.585,0.614,2,-6.497,1,0.142,0.307,0.0,0.218,0.103,189.887,223307,4
365,bay_area,Speedy Loc,Enemies,spotify:track:3V6P4Zg2S1nimywNXEBnhe,0.768,0.389,8,-11.214,1,0.292,0.00606,2.06e-06,0.209,0.619,85.0,231853,4
366,bay_area,Speedy Loc,"Murda, Kill, Murda (Feat. Jaz, Assassin & Speedy Loc)",spotify:track:3kQCSCcMbllxbnpww3R5it,0.602,0.736,0,-6.137,1,0.298,0.00331,0.0,0.345,0.42,90.823,172213,4
367,bay_area,Speedy Loc,"Parking Lot Pimpin' (feat. Ed Dosia, Mousie & Davina)",spotify:track:5aiXQ0G76EDlOiNcT7QlKS,0.973,0.549,7,-5.69,1,0.254,0.0353,0.000184,0.0813,0.386,117.954,200867,4
368,bay_area,Speedy Loc,"Another One (feat. Lil Coner, Ed Dosia, Keek Dogg, Lil Wyno, Hurrikaine J, Low, Young Myth & Never)",spotify:track:64uwIH2B5WcyqBBS7jqhwj,0.974,0.711,4,-7.389,0,0.328,0.0254,0.0,0.118,0.688,109.858,322293,4
369,bay_area,Speedy Loc,Back In Tha Dayz (feat. Cuts By Bugsy),spotify:track:0EWkx11ynSg0AQhHXFnbve,0.724,0.556,9,-5.191,1,0.464,0.0176,0.0,0.0983,0.193,186.034,190533,4
370,bay_area,Doc 9,The Way I Live (feat. Lil JGO),spotify:track:4i9GJbIOCntL10v30ClzOW,0.735,0.551,0,-10.162,1,0.141,0.254,0.0,0.12,0.622,92.008,276585,4
371,bay_area,Doc 9,"14 Banga (feat. Boo, Conspiracy)",spotify:track:4cfs5cZ8aRrDyHK75lupnZ,0.79,0.68,1,-9.675,1,0.299,0.0623,0.0,0.0903,0.492,89.989,239630,4
372,bay_area,Doc 9,Never Be the Same,spotify:track:5za0ZWhcS8M0OmkcJoI7yW,0.641,0.667,9,-6.569,0,0.219,0.387,2.49e-06,0.115,0.714,152.036,261960,4
373,bay_area,Doc 9,"Streets Keep Calling (feat. Tony B, B-Dawg)",spotify:track:4XmwrykYjvpN7GvNBMXn0l,0.748,0.598,0,-8.564,1,0.246,0.154,0.0,0.104,0.437,94.992,259878,4
374,bay_area,Doc 9,Streetz Be Watchin,spotify:track:1THNtV7DHi8DtTea97LxGg,0.754,0.642,7,-5.972,0,0.0836,0.108,0.0,0.359,0.563,91.012,237080,4
375,bay_area,Doc 9,"Out Your Mouth (feat. Chubbz, Cleezy, Pokie, Mac Moss, Travieso & Moe)",spotify:track:5V0PDEY4m0REZAwRBIC60K,0.733,0.811,7,-4.344,1,0.263,0.0287,0.0,0.0659,0.59,164.901,304827,4
376,bay_area,Doc 9,Funk Don't Stop (feat. Travieso G),spotify:track:0YK4yvnk2BVgcAnDAAEfDw,0.825,0.56,2,-9.128,1,0.269,0.0473,0.0,0.0863,0.253,96.031,240001,4
377,bay_area,Doc 9,"From the Start (feat. Shadow, XO Creep)",spotify:track:4fL13NtljUEBkv0eJ3fHpj,0.699,0.786,7,-7.193,1,0.271,0.177,0.0,0.106,0.545,163.98,258694,4
378,bay_area,Doc 9,Can't Change the Past (feat. Tibit),spotify:track:2xVl9vCd3zinb0PhLWo7sd,0.635,0.827,6,-8.551,0,0.152,0.000738,0.0,0.0596,0.633,150.043,255512,4
379,bay_area,Doc 9,If You Feel Me,spotify:track:1pjSlBy0M7RzeluVJQwbKs,0.738,0.843,2,-4.958,0,0.285,0.123,3.01e-05,0.266,0.574,89.433,249173,4
380,bay_area,Lil Dee,My Life On the Line,spotify:track:5FOaVmXpG3vmKFBLdc4gdS,0.799,0.601,10,-7.413,0,0.281,0.0947,0.0,0.1,0.442,183.95,250787,4
381,bay_area,Lil Dee,Can't Hold Me Down (feat. Lil Dee),spotify:track:36yycSFGDj4DMepl4kqdH1,0.584,0.559,11,-10.245,0,0.341,0.115,4.54e-06,0.107,0.34,167.971,399267,4
382,bay_area,Lil Dee,Memories (feat. Nichol & Big Oso Loc),spotify:track:2YuSK7pIMuIqgtpNENBlBg,0.578,0.664,0,-7.667,0,0.0416,0.0503,0.0,0.21,0.312,147.839,259640,4
383,bay_area,Lil Dee,In My Hood,spotify:track:4TLFKkCF0nOv1sjbHNSCJI,0.761,0.51,6,-7.536,1,0.233,0.00257,0.0,0.131,0.553,103.013,206813,4
384,bay_area,Lil Dee,Struggle (feat. Nichol),spotify:track:6r3jXXn0gnV6zqopbkhX2R,0.579,0.64,7,-8.683,0,0.206,0.0324,0.0,0.213,0.519,155.842,207993,4
385,bay_area,Lil Dee,Get The Money,spotify:track:1xlYc0cHzqBEyDp6QO59tu,0.763,0.633,7,-8.109,1,0.257,0.163,2.63e-05,0.131,0.625,85.021,211825,4
386,bay_area,Lil Dee,Through My Eyez,spotify:track:2ffn4wlBDkSooTW3FqZfAO,0.738,0.758,10,-5.096,0,0.0855,0.142,0.0,0.1,0.433,89.966,248587,4
387,bay_area,Lil Dee,Nobodys' (Feat. Woodie),spotify:track:4IwulibZrwtitZRrjm5PaZ,0.927,0.419,6,-7.107,1,0.215,0.0239,0.00298,0.084,0.43,92.991,157547,4
388,bay_area,Lil Dee,Memories,spotify:track:5fxMewWBYqHPbRMOIURl53,0.565,0.554,5,-10.785,0,0.0419,0.0108,1.02e-06,0.141,0.291,148.01,291892,4
389,bay_area,Lil Dee,Back In The Day (feat. A-Wax),spotify:track:6SsGpPzmZtsa7LPvmgXBFb,0.783,0.593,10,-5.773,1,0.332,0.264,0.0,0.118,0.34,85.988,183893,4
390,bay_area,Mousie,Forever In My Mind,spotify:track:1Bd5wWbOyhGbTlHqMdof05,0.473,0.573,1,-7.505,1,0.0832,0.458,0.0,0.111,0.0383,107.862,216607,3
391,bay_area,Mousie,Northside Soldier,spotify:track:2o6YRtFEH4YXUWvmxcBV7Z,0.886,0.557,7,-6.589,1,0.182,0.00612,0.0,0.0884,0.708,94.996,299693,4
392,bay_area,Mousie,Big Bad Norte,spotify:track:0hQPbySmIJhoK75t7j4aTl,0.963,0.532,7,-7.932,1,0.283,0.0114,0.0,0.107,0.495,111.977,213640,4
393,bay_area,Mousie,Romped Out Norteno - Thizzed OUT Remix,spotify:track:3rcOPW1yT8L4PLwxTgXfI0,0.716,0.679,1,-5.105,1,0.382,0.00579,0.0,0.318,0.799,84.47,244187,4
394,bay_area,Mousie,Northside Soldier Pt 2,spotify:track:48SSsZN3ByufybiLkTXPZ7,0.801,0.66,2,-6.527,1,0.279,0.0557,0.0,0.103,0.569,95.0,260093,4
395,bay_area,Mousie,Gettin' Paid,spotify:track:1HCibwQTbbOrPJl5HFAmMR,0.863,0.643,7,-9.134,1,0.309,0.0197,0.0,0.126,0.526,97.943,214880,4
396,bay_area,Mousie,No Regrets,spotify:track:4navM5YIA4enJwNWkm3y5b,0.807,0.445,1,-11.19,0,0.288,0.0338,0.0,0.334,0.0662,189.975,237120,4
397,bay_area,Mousie,Streetlife,spotify:track:7u0gx6mZU39bSH0DzXKdb3,0.798,0.604,2,-8.497,1,0.357,0.177,0.0,0.141,0.609,97.114,279293,4
398,bay_area,Mousie,Moving Vicious,spotify:track:4V4INoV8wPDXb868HtU2tT,0.449,0.791,8,-6.181,0,0.296,0.0415,0.0,0.0978,0.695,81.542,187904,4
399,bay_area,Mousie,I Never,spotify:track:1vtdIBISMNofd4Vhfn2MQa,0.731,0.746,10,-6.051,1,0.342,0.201,0.0,0.0705,0.731,141.818,192704,4
400,bay_area,Nsanity,Keep It Gangsta (feat. J-Diggs & Aaron King),spotify:track:3evQECXdfYEqk0sgEc31jK,0.799,0.755,7,-6.003,0,0.199,0.346,0.0,0.182,0.454,85.066,351617,4
401,bay_area,Nsanity,Legends Never Die (feat. The Jacka),spotify:track:4msxIZCpw0iBI0G1Wsqp1e,0.624,0.722,1,-7.943,1,0.27,0.281,0.0,0.0826,0.362,179.889,331333,4
402,bay_area,Nsanity,That Summer Weather,spotify:track:0dMrFbar3WlYvURb53aUFr,0.797,0.495,7,-8.737,0,0.149,0.0536,0.0,0.0684,0.85,88.067,271647,4
