,type,name,track_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
133,bay_area,G-Stack,F.U. Bih,spotify:track:4m3T1gnybzd9tUPgctVFVY,0.868,0.423,11,-8.413,0,0.206,0.0162,1.36e-05,0.0657,0.338,90.016,283613,4
134,bay_area,G-Stack,Smokin' Em Like Joint (Feat. Whoride),spotify:track:2idW8bNYoxehu3s5iMvyVH,0.724,0.791,1,-3.155,1,0.175,0.0176,0.0,0.125,0.69,175.968,285933,4
135,bay_area,G-Stack,Go Girl (feat. Deev Da Greed & Father Dom),spotify:track:5CeUAcB8SpTSREEb8Clwfq,0.838,0.977,11,-4.017,0,0.217,0.0234,0.0,0.106,0.565,90.025,224000,4
136,bay_area,G-Stack,Dr. Purp Thumb (feat. Mike Frost),spotify:track:3s0CjCob3WvuvC04RijOR3,0.645,0.647,7,-5.46,0,0.301,0.0203,0.0,0.161,0.737,88.785,220027,4
137,bay_area,G-Stack,Jody,spotify:track:2unBEG5mH0MbfbMMRQCn0O,0.586,0.59,5,-9.167,0,0.439,0.554,0.0,0.312,0.506,96.576,256916,4
138,bay_area,G-Stack,No Days Off,spotify:track:2gGxqT8fOLwH8OSEtVFTg6,0.836,0.577,1,-7.782,1,0.285,0.165,0.0,0.192,0.296,99.974,282041,4
139,bay_area,G-Stack,Wit Da Mob (feat. San Quinn),spotify:track:2S9dnyVspnEARsNpW1Jgfq,0.882,0.712,2,-4.61,1,0.124,0.0113,0.0,0.158,0.377,96.018,241653,4
140,bay_area,Conspiracy,Cold World,spotify:track:5tISIyjTT0vYeHeRhdH8Un,0.802,0.739,6,-6.963,0,0.265,0.0492,0.0,0.0984,0.813,81.006,189630,4
141,bay_area,Conspiracy,Every Saint,spotify:track:74TgJGYyH60IGgt2F85vTO,0.759,0.489,2,-9.14,0,0.272,0.0866,0.0,0.303,0.48,168.037,230707,4
142,bay_area,Conspiracy,Loyalty (feat. Dee Cisneros),spotify:track:2dZXvVPayHuOmJvFFpWzgT,0.805,0.621,6,-6.11,0,0.144,0.016,0.0,0.0816,0.654,89.988,246167,4
143,bay_area,Conspiracy,Banga on Me,spotify:track:17m5X6IR2VOrTNvf7bAZ5G,0.879,0.504,4,-8.453,0,0.303,0.113,0.0,0.111,0.561,95.018,208344,4
144,bay_area,Conspiracy,Clock Is Tickin',spotify:track:4uEBcebGRrXX3YXb8SnMFh,0.747,0.62,1,-7.082,1,0.215,0.155,0.0,0.119,0.291,83.005,250832,4
145,bay_area,Conspiracy,Incarcerated,spotify:track:6CLS8HAfmVX7ogy4e3k68u,0.469,0.729,4,-5.614,0,0.25,0.0277,8.78e-06,0.465,0.257,80.25,297930,4
146,bay_area,Conspiracy,Still Sippin Mickies (feat. Happy),spotify:track:33YVAMGDL8ZnElqXeKGnN5,0.801,0.624,1,-7.043,0,0.301,0.131,0.0,0.11,0.654,84.978,250066,4
147,bay_area,Conspiracy,Mirror (feat. Yung Puppz),spotify:track:6x0CDihmhLovdpE5Hjm7Fk,0.766,0.684,6,-5.339,0,0.122,0.0193,2e-06,0.11,0.715,79.999,264345,4
148,bay_area,Conspiracy,N'z on the Block,spotify:track:2v9fIRG9sry1vrzf1T9CVA,0.598,0.678,7,-5.365,1,0.342,0.0861,0.0,0.0809,0.591,180.111,279185,3
149,bay_area,Conspiracy,I Don't Give a Fuck,spotify:track:2rGHnYyJzKxMjiNLrkQKnu,0.651,0.676,11,-6.244,0,0.248,0.0869,0.000128,0.136,0.397,187.948,260481,4
150,bay_area,Fed-X,The Same Thing Everyday,spotify:track:4lBZlWOSCKCyxZaVYBdDqK,0.622,0.79,4,-5.634,0,0.308,0.0674,9.71e-06,0.115,0.33,97.933,218173,4
151,bay_area,Fed-X,She Wanna Go With Me (feat. Fed-X),spotify:track:2V7FDAY8zuOQsyJH5fTc6s,0.589,0.764,2,-4.568,1,0.254,0.0143,0.0,0.421,0.732,90.493,130080,4
152,bay_area,Fed-X,Life of Crime,spotify:track:6IkhIyaPIXhDyWBKB6q2CY,0.844,0.54,9,-7.906,1,0.125,0.0572,0.0,0.115,0.153,116.029,198733,4
153,bay_area,Fed-X,All Over Me Bay Remix,spotify:track:07zQ8y7roGzqQJQL3OCsU7,0.518,0.882,9,-4.181,1,0.269,0.0448,0.0,0.153,0.549,89.902,342107,4
154,bay_area,Fed-X,Visionz,spotify:track:489bnNMzlY0sD9HQTSsy6X,0.434,0.909,9,-2.512,0,0.376,0.171,0.000793,0.313,0.423,116.808,163200,5
155,bay_area,Fed-X,Reign God,spotify:track:7gHtZNyCaZoh3iHuPGkgCP,0.486,0.92,7,-6.72,1,0.286,0.0156,0.0,0.188,0.296,89.56,216600,4
156,bay_area,Fed-X,Shooters,spotify:track:4Wa1Hg24yuq4tZj3n6YpcD,0.541,0.695,1,-10.5,0,0.433,0.266,0.0,0.508,0.823,84.983,233560,4
157,bay_area,Fed-X,Got to Make Her Mine,spotify:track:2a69289j24kj6WCahmjga3,0.82,0.553,10,-5.645,0,0.318,0.138,0.0,0.114,0.427,95.965,267520,4
158,bay_area,Fed-X,Love 4 the Streets (My Testimony),spotify:track:6lpC3AvWoVLTvoQ1B9oSKC,0.779,0.702,1,-6.881,1,0.0609,0.156,0.0,0.143,0.472,97.789,235587,4
159,bay_area,Fed-X,Cocaine Cowboys,spotify:track:66p21Qnld7czVrWY9347uq,0.628,0.57,10,-6.194,0,0.316,0.0368,0.0,0.0986,0.222,91.634,225000,4
160,bay_area,NORTHERN EXPOZURE,Skandocious,spotify:track:1a7LwHsoqdOkdxdA1pHTvU,0.836,0.633,7,-7.191,1,0.2,0.0208,0.0,0.0994,0.502,90.004,258693,4
161,bay_area,NORTHERN EXPOZURE,Summer Breeze,spotify:track:12xZXe2Wfeqv3yjG7nAPD9,0.559,0.718,6,-6.763,1,0.105,0.00746,0.0,0.157,0.432,175.941,308293,4
162,bay_area,NORTHERN EXPOZURE,Time to Go to War,spotify:track:7hrU5BTRjuUyOtzGqyVxeT,0.736,0.667,4,-6.924,0,0.273,0.121,0.0,0.337,0.294,177.991,262467,4
163,bay_area,NORTHERN EXPOZURE,Mob Livin,spotify:track:4hxRowUOWw9V0F5elfXi2g,0.668,0.625,7,-6.828,1,0.321,0.0823,0.0,0.662,0.477,172.079,324040,4
164,bay_area,NORTHERN EXPOZURE,The Way You Feel,spotify:track:2blmA9IJEiba7pKfvXFk0O,0.701,0.806,2,-5.812,1,0.238,0.501,0.0,0.272,0.689,164.19,352587,4
165,bay_area,NORTHERN EXPOZURE,Gats and Rivals,spotify:track:5nZx6PXjVCn64ohUZ72FRu,0.746,0.737,6,-6.439,0,0.22,0.283,0.0,0.387,0.551,90.011,269613,4
166,bay_area,NORTHERN EXPOZURE,Where I'm From,spotify:track:1RUh1B4rOpCvUrYdosCtmO,0.758,0.737,4,-5.441,0,0.153,0.0617,0.0,0.149,0.569,80.012,256480,4
167,bay_area,NORTHERN EXPOZURE,How We Ride,spotify:track:1HwLKN1A6BrX0PlctshLo1,0.656,0.852,7,-4.736,1,0.302,0.0172,4.33e-06,0.128,0.371,176.096,241920,4
168,bay_area,NORTHERN EXPOZURE,If I Wasn't,spotify:track:6ek2ljdS7hC45r8J0xgvSg,0.67,0.763,1,-5.923,0,0.266,0.016,9.79e-05,0.111,0.572,168.119,320867,4
169,bay_area,NORTHERN EXPOZURE,A Day in the Life,spotify:track:4JPoQp302CczLRzm2nfVHo,0.596,0.715,7,-7.245,1,0.266,0.0791,0.0,0.0572,0.503,174.022,288973,4
170,bay_area,B-Dawg,Dreamin' A Life (Feat. B-Dawg & Shadow),spotify:track:0EEHtjxxCFApONUOuMd5xX,0.738,0.802,7,-2.706,1,0.0692,0.315,0.0,0.115,0.649,87.036,375627,4
171,bay_area,B-Dawg,"Fuck How You Feelin (Feat. X.O., Lil Los, B-Dawg, Shadow & Woodie)",spotify:track:6jv0cEMyl87DJED7AGzN0Y,0.728,0.625,6,-5.623,0,0.303,0.00261,0.0,0.111,0.723,167.966,311827,4
172,bay_area,B-Dawg,The Un4given,spotify:track:5enSzlB6jxD3fnYsEUYscN,0.605,0.73,1,-3.809,1,0.26,0.199,0.0,0.101,0.723,172.082,260187,4
173,bay_area,B-Dawg,Northern California (Feat. B-Dawg & Lil Los),spotify:track:4V0NoxuR4M7zRkcEq4FvB0,0.797,0.683,0,-4.36,1,0.163,0.207,0.0,0.353,0.555,92.014,312280,4
174,bay_area,B-Dawg,Sharkz -n-the Water,spotify:track:6zmSEui15hY010fXJoxeJB,0.731,0.756,4,-6.302,0,0.272,0.669,0.0,0.0734,0.546,93.957,225427,4
175,bay_area,B-Dawg,The Young & Reckless (Feat. B-Dawg & Shadow),spotify:track:5aeZurSbGxTf91GOJY957d,0.818,0.747,4,-4.929,0,0.165,0.0332,0.0,0.106,0.46,90.024,291067,4
176,bay_area,B-Dawg,Pain on the Block,spotify:track:7hdUc9bpBV1e6iCbWu3Jfp,0.753,0.734,11,-3.919,0,0.146,0.0289,0.0,0.0562,0.463,86.996,222409,4
177,bay_area,B-Dawg,Legit Slangz (Feat. B-Dawg & Lil Los),spotify:track:6R9esr5mxn03Tk4cw3I5e5,0.774,0.748,4,-6.222,0,0.345,0.803,1.13e-05,0.118,0.572,183.848,201627,4
178,bay_area,B-Dawg,Why You Frontin' (feat. Conspiracy),spotify:track:2m4wJqHUtk6COx76OvyPvJ,0.841,0.687,4,-7.36,0,0.06,0.00221,0.0,0.102,0.36,101.997,230588,4
179,bay_area,B-Dawg,Never Be the Same,spotify:track:5za0ZWhcS8M0OmkcJoI7yW,0.641,0.667,9,-6.569,0,0.219,0.387,2.49e-06,0.115,0.714,152.036,261960,4
180,bay_area,Tito B,"The Ones Who Know (feat. Tito B, Brenton Wood) - Bonus Track",spotify:track:3nvXKu3EkJ2pKVXYeOsxw2,0.718,0.631,0,-6.46,1,0.152,0.026,0.0,0.111,0.811,107.152,229053,4
181,bay_area,Tito B,"Northern Cali Mobbin' (feat. Big Tone, Ace of Spits & Davina)",spotify:track:3Gu1AgomajGmudgdsdzNA7,0.839,0.415,9,-11.517,0,0.257,0.0338,0.0,0.097,0.573,94.995,235533,4
182,bay_area,Tito B,Norte Stomp,spotify:track:50HFdUOFn1n3qXfIiAYy3T,0.683,0.745,5,-5.183,0,0.32,0.0571,0.000272,0.127,0.528,177.923,244002,4
183,bay_area,Tito B,"Pimpin, Hustlin, Gangsta Mob Shit (Feat. Spice 1 & Speedy Loc)",spotify:track:0C1aRYaiS0Yg67LrpNeKKO,0.661,0.524,9,-5.666,1,0.333,0.00945,0.0,0.0717,0.404,94.689,202733,4
184,bay_area,Tito B,Tired of the Struggle,spotify:track:0z1FHyFBu3vh0Zc12opou6,0.759,0.822,7,-4.879,1,0.238,0.328,0.0,0.294,0.788,81.022,233940,4
185,bay_area,Tito B,True Devotion,spotify:track:4y0HG13FuGGyi4ziGcYhIH,0.768,0.547,9,-10.656,0,0.0695,0.168,0.0,0.065,0.326,89.003,367400,4
186,bay_area,Tito B,Decoto Duz It (feat. Tito B & Bugsy),spotify:track:7cKO1PlizjR9bXo5aFoKAh,0.911,0.507,2,-7.047,1,0.312,0.00445,0.0,0.0712,0.514,90.565,242707,4
187,bay_area,Tito B,Bout It Bout It (feat. Pancholynie & Chente Corleone),spotify:track:57qqwu6yn3Cj7GmpfEqP9F,0.821,0.617,1,-6.536,1,0.156,0.00361,0.0,0.0958,0.198,147.97,336440,4
188,bay_area,Tito B,Enemies,spotify:track:3V6P4Zg2S1nimywNXEBnhe,0.768,0.389,8,-11.214,1,0.292,0.00606,2.06e-06,0.209,0.619,85.0,231853,4
189,bay_area,Tito B,"Red Is What I'm Made of (feat. Kriminal, Keek Dogg, & Tito B.)",spotify:track:5xFoosGeIuWambXNSmbDXh,0.845,0.549,5,-5.203,0,0.236,0.00221,2.85e-05,0.198,0.334,92.265,223333,4
190,bay_area,Lil Coner,"The Ones Who Know (feat. Tito B, Brenton Wood) - Bonus Track",spotify:track:3nvXKu3EkJ2pKVXYeOsxw2,0.718,0.631,0,-6.46,1,0.152,0.026,0.0,0.111,0.811,107.152,229053,4
191,bay_area,Lil Coner,Smokin Ridin,spotify:track:6A5Dk0OKMbAGiEXPrVZXvk,0.68,0.645,2,-5.889,0,0.182,0.00345,0.0,0.12,0.574,150.96,222587,4
192,bay_area,Lil Coner,F*ck This Life (feat. Davina),spotify:track:7E4cqfUAyqPpzuxS7jDLLo,0.674,0.537,9,-10.23,0,0.118,0.0599,1.3e-05,0.0721,0.737,180.122,214853,4
193,bay_area,Lil Coner,Misunderstood (feat. Woodie & C Locs),spotify:track:3OE16RkH0B1V4Tbfwdv0SR,0.777,0.666,5,-5.933,0,0.27,0.188,0.0,0.2,0.654,134.912,258987,4
194,bay_area,Lil Coner,Outlaw,spotify:track:5PZYS6n9xSmu7TosIBiHjA,0.735,0.562,4,-8.38,0,0.13,0.00639,0.0,0.118,0.56,76.995,268587,4
195,bay_area,Lil Coner,Decoto Duz It (feat. Tito B & Bugsy),spotify:track:7cKO1PlizjR9bXo5aFoKAh,0.911,0.507,2,-7.047,1,0.312,0.00445,0.0,0.0712,0.514,90.565,242707,4
196,bay_area,Lil Coner,Beautiful,spotify:track:0kjR9toElmt16biVOZ83Zr,0.78,0.579,0,-10.366,0,0.371,0.104,0.0982,0.111,0.739,204.151,159880,4
197,bay_area,Lil Coner,"Red Is What I'm Made of (feat. Kriminal, Keek Dogg, & Tito B.)",spotify:track:5xFoosGeIuWambXNSmbDXh,0.845,0.549,5,-5.203,0,0.236,0.00221,2.85e-05,0.198,0.334,92.265,223333,4
198,bay_area,Lil Coner,Smile Now Cry Later,spotify:track:5mS6dgTFpDX7LClVwGrG2W,0.764,0.459,7,-5.76,1,0.0348,0.022,0.0,0.0588,0.43,88.025,171893,4
199,bay_area,Lil Coner,I'll Be Your Puppet (feat. Tweety),spotify:track:5XPf32FXtEuLGYU2wwTk09,0.775,0.669,10,-5.137,1,0.0684,0.0814,0.0,0.332,0.598,102.368,206520,4
200,bay_area,Happy,Time Is Money,spotify:track:0GZd9sItaB4duCHVo1CvDw,0.923,0.666,1,-7.123,0,0.389,0.253,0.0,0.331,0.77,100.07,213600,4
201,bay_area,Happy,I Pray to God,spotify:track:7wunb1zYJP4dT4B7Fx7G5q,0.737,0.7,1,-7.158,0,0.236,0.256,0.0,0.433,0.611,89.979,216000,4
202,bay_area,Happy,F.T.O.S,spotify:track:23bJeQowYvt6MAiN9UIjLj,0.787,0.663,3,-7.118,0,0.134,0.189,1.61e-05,0.0955,0.41,97.989,181008,4
203,bay_area,Happy,Mobbin',spotify:track:2tOsZk1xC95LPO4ERZmdQb,0.948,0.739,7,-5.97,1,0.326,0.167,2.9e-05,0.0637,0.696,103.976,212016,4
204,bay_area,Happy,I'm Yo Sancho,spotify:track:3nTLPCK3TYTPfDQwSFwsVX,0.862,0.819,9,-7.162,0,0.198,0.0269,0.0,0.0885,0.606,100.269,210893,4
205,bay_area,Happy,Fuck Bitch Mandime,spotify:track:0PbAkREN0Vdzwv8KMmos1b,0.869,0.621,7,-7.139,0,0.302,0.293,5.96e-06,0.112,0.665,100.934,107216,4
206,bay_area,Happy,Watch'n',spotify:track:1AdygX9Bz3pEo5mHDC5eao,0.856,0.418,2,-8.701,1,0.237,0.14,2.87e-05,0.0867,0.507,90.004,241584,4
207,bay_area,Happy,Driftin',spotify:track:1IywGOUW4RNgzhks2cGNzT,0.73,0.517,1,-7.122,1,0.066,0.727,0.0,0.363,0.508,87.576,175386,4
208,bay_area,Happy,Things That I Do,spotify:track:5M4oXPkhlcOJwVHlOQX4kA,0.783,0.449,9,-8.414,1,0.354,0.0691,0.000256,0.104,0.347,180.089,176592,4
209,bay_area,Happy,Seen Better Days,spotify:track:5EQ4Emyi8569zUQ5VC1PI4,0.769,0.608,7,-6.659,1,0.434,0.44,0.0,0.0591,0.58,180.097,208000,4
210,bay_area,Jay Tee,Slow Jam,spotify:track:3zSfFIDirChG4qVhmm1SXk,0.656,0.716,9,-7.105,1,0.355,0.317,0.0,0.0773,0.644,90.424,260480,4
211,bay_area,Jay Tee,Baby Girl - Feat. Gemini & Magic,spotify:track:5bFmOfIPp676W93Z5Vy6kd,0.76,0.706,11,-6.34,0,0.191,0.00106,0.0,0.0596,0.581,170.017,256827,4
212,bay_area,Jay Tee,Trippin,spotify:track:3wRpd2beHiEKCzopgR1KAp,0.89,0.683,11,-3.901,0,0.318,0.149,0.0,0.106,0.723,94.999,224800,4
213,bay_area,Jay Tee,Chop That Hoe,spotify:track:47mTQIdLVPrMCAAcoT2XkX,0.946,0.858,11,-4.16,0,0.27,0.169,0.0,0.671,0.702,102.529,217480,4
214,bay_area,Jay Tee,Pimpin' N Peelin',spotify:track:6lwmP4h8YOvdGOQ5bQrpPr,0.792,0.57,8,-5.967,0,0.212,0.338,0.0,0.141,0.496,92.025,219693,4
215,bay_area,Jay Tee,Just A Touch of Game,spotify:track:5METMHagfC7OOdhSyCe55F,0.913,0.543,10,-8.68,0,0.241,0.0114,8.6e-05,0.0662,0.628,88.96,236427,4
216,bay_area,Jay Tee,Chop That Hoe (feat. Mac Dre & Baby Bash),spotify:track:0EKnpiCnUaMVgniWwd0v3T,0.901,0.709,1,-5.952,1,0.199,0.00036,0.0,0.23,0.52,102.548,213160,4
217,bay_area,Jay Tee,Vamanos - Remix,spotify:track:4lBcaEOUJWThcpiS6t6i43,0.835,0.732,10,-6.152,0,0.188,0.51,0.0,0.0647,0.807,84.008,254307,4
218,bay_area,Jay Tee,Vamanos,spotify:track:6PUKJgE1huYxskKAS1PTiW,0.697,0.689,10,-5.745,1,0.0962,0.361,0.0,0.142,0.362,167.936,231160,4
219,bay_area,Jay Tee,She's My Homie,spotify:track:0fIQN73Cx5DDPM4SOGhhsj,0.707,0.619,7,-7.361,1,0.0333,0.0147,0.0409,0.0921,0.803,136.014,283333,4
220,bay_area,Cougnut,Faces Of Death,spotify:track:0lakfh95wlIi24sPe5NtGr,0.83,0.63,0,-7.083,1,0.232,0.0014,6.6e-06,0.119,0.379,92.06,189360,4
221,bay_area,Cougnut,I Smell Jealousy,spotify:track:5sobh2KLzHtzBiVyqxqMKn,0.83,0.677,6,-10.499,0,0.312,0.00219,0.0,0.0857,0.596,98.016,261627,4
222,bay_area,Cougnut,"Bay Luv (feat. Lex A.D., Drizo & Yolanda)",spotify:track:5vMfMhOeNwwdm10jdTkfmr,0.691,0.611,7,-5.652,1,0.335,0.201,0.0,0.0746,0.665,170.021,266907,4
223,bay_area,Cougnut,Power N the Pain,spotify:track:1VOv0R22OOzP1Ubu6QPb8q,0.676,0.804,7,-5.733,1,0.278,0.0178,0.0,0.573,0.475,88.845,312533,4
224,bay_area,Cougnut,"Murda, Kill, Murda (Feat. Jaz, Assassin & Speedy Loc)",spotify:track:3kQCSCcMbllxbnpww3R5it,0.602,0.736,0,-6.137,1,0.298,0.00331,0.0,0.345,0.42,90.823,172213,4
225,bay_area,Cougnut,Tell Me Something Good,spotify:track:61M8c5AgG3OXa6ggjoDEYW,0.852,0.584,7,-6.803,1,0.265,0.000454,1.1e-06,0.138,0.395,91.028,191787,4
226,bay_area,Cougnut,California Love,spotify:track:6Wzs9lKenLGEbpnH2t2Jsu,0.687,0.778,10,-6.686,0,0.351,0.0443,0.0,0.193,0.537,86.397,249800,4
227,bay_area,Cougnut,Sky Blue Jungle,spotify:track:4AgFFYwhhcp5QnvLL7haHa,0.779,0.541,7,-9.12,1,0.187,0.0102,0.0,0.482,0.27,97.864,248827,4
228,bay_area,Cougnut,Shadows Of Death,spotify:track:46b7sD3uhm9Gucs2kjM48w,0.831,0.666,10,-6.741,0,0.305,0.123,0.0,0.123,0.76,90.017,245867,4
229,bay_area,Cougnut,Taken Chances,spotify:track:39RbQ415med7pMpn7cU6hJ,0.602,0.617,5,-5.676,1,0.366,0.263,0.0,0.326,0.655,178.703,206518,4
230,bay_area,Lou E Lou,"Blackbird (Feat. Lil Los, Shadow & Lou E Lou)",spotify:track:4iXSdj83QtXs6rk4wEKvdz,0.793,0.629,1,-5.865,1,0.298,0.253,0.0,0.214,0.785,93.918,346347,4
231,bay_area,Lou E Lou,What You Know About Me (feat. Lil los & Lou e Lou),spotify:track:6u3F1ZVJLB9xvu6cXAs1Kx,0.78,0.777,9,-5.63,0,0.124,0.148,1.48e-06,0.104,0.743,94.029,293307,4
232,bay_area,Lou E Lou,"Fuck How You Feelin (Feat. X.O., Lil Los, B-Dawg, Shadow & Woodie)",spotify:track:6jv0cEMyl87DJED7AGzN0Y,0.728,0.625,6,-5.623,0,0.303,0.00261,0.0,0.111,0.723,167.966,311827,4
233,bay_area,Lou E Lou,Pray 4 Me (Feat. Lou E Lou),spotify:track:5t6XdYOetm8ggpdJtHKj4g,0.679,0.893,10,-2.562,0,0.0639,0.19,0.0,0.736,0.372,87.994,339187,4
234,bay_area,Lou E Lou,Dying Species,spotify:track:2j19NatD6BzdzxeC0yQYhE,0.813,0.671,0,-6.385,1,0.359,0.0933,0.0,0.281,0.654,81.999,224227,4
235,bay_area,Lou E Lou,I'm Wit That,spotify:track:4L6OIE6RAmYzO8pBqIwmt8,0.576,0.835,1,-4.283,1,0.198,0.48,0.0,0.0888,0.549,88.964,272067,4
236,bay_area,Lou E Lou,"Slugz 4 A Sucka, Ene Dick 4 A Bitch (Feat. Woodie)",spotify:track:1uv2FljaWroduGo3JfqetN,0.743,0.73,0,-5.311,1,0.198,0.0672,0.0,0.054,0.833,178.011,284227,3
237,bay_area,Lou E Lou,Yay Filthy,spotify:track:3aK8XsJ9cZXf4KfL17YSDw,0.767,0.756,0,-5.641,1,0.187,0.0309,0.0,0.0803,0.732,156.13,283400,4
238,bay_area,Lou E Lou,Mingle with Deamonz,spotify:track:10xSVl3sL4INb2a7CQuAAL,0.561,0.851,7,-5.598,0,0.252,0.0458,6.76e-06,0.12,0.547,172.062,262721,4
239,bay_area,Lou E Lou,Late Nite Smobbin' (Feat. Megan),spotify:track:3Yd94vqeL8yIsLYMXUvOZf,0.357,0.789,0,-3.91,1,0.0601,0.0876,6.96e-05,0.356,0.486,179.889,290773,4
240,bay_area,Smigg Dirtee,Shawty Is a 10 (103.5 Bomb Remix Mix),spotify:track:6C9y4hcURzCDjivDvouLIY,0.777,0.501,0,-5.342,0,0.0616,0.0996,0.0,0.0766,0.357,75.006,285013,4
241,bay_area,Smigg Dirtee,Silas' Room,spotify:track:0vpMuLOHEeZUCWsNS891Xh,0.519,0.282,9,-14.513,0,0.089,0.754,0.000227,0.112,0.334,109.01,388879,5
242,bay_area,Smigg Dirtee,Blow Money,spotify:track:57IC2tf9brJgaH7pdxcLtt,0.676,0.694,2,-7.804,1,0.251,0.00555,0.0,0.63,0.494,82.951,289080,4
243,bay_area,Smigg Dirtee,Jacramento (South Sac Crip-Mix),spotify:track:3w2Z27O3xJWICqYYhK5K7D,0.515,0.774,1,-7.538,1,0.361,0.0367,0.0,0.184,0.303,153.323,333936,4
244,bay_area,Smigg Dirtee,Motivation,spotify:track:4JIYbZOYeDzmIJHhwYdzTK,0.484,0.762,8,-3.048,0,0.224,0.55,0.0,0.203,0.646,83.467,160824,4
245,bay_area,Smigg Dirtee,U Know How We Do It (Day 5),spotify:track:6pgFhrtMJdo50EDusuIlcW,0.602,0.699,10,-6.758,0,0.283,0.217,4.15e-06,0.359,0.438,92.811,176867,4
246,bay_area,Smigg Dirtee,Bloc Move,spotify:track:3Li8GcJKhO5KPQO0S3RWqv,0.763,0.692,11,-8.956,0,0.406,0.273,0.0,0.204,0.633,95.091,222250,4
247,bay_area,Smigg Dirtee,Drug Runner Shit,spotify:track:1bnPEXxcg24EQdUqJ3nV1O,0.639,0.802,8,-4.088,0,0.379,0.0393,0.0,0.19,0.835,85.005,216973,4
248,bay_area,Smigg Dirtee,Rockin That Sh*t (Teamwork Remix Mix),spotify:track:4wMeiYonO95cQe7QFjEhZf,0.653,0.746,8,-4.564,1,0.149,0.224,0.0,0.168,0.637,78.007,214040,4
249,bay_area,Smigg Dirtee,Gang Up,spotify:track:3ZgPaQKYtu0dFAH1VdFaJX,0.569,0.888,1,-2.723,1,0.175,0.0149,0.0,0.351,0.717,85.915,208440,4
250,bay_area,Konu,This Life I Lead,spotify:track:0c4m0EA7mAkJCz1bk9Ycmg,0.827,0.61,2,-8.135,1,0.0571,0.0536,0.0,0.0805,0.906,135.021,209613,4
251,bay_area,Konu,Them Kind of Girls,spotify:track:31CipqTpoiq33AigJfYX6t,0.732,0.877,7,-6.59,1,0.0543,0.00656,0.00182,0.092,0.873,142.022,218360,4
252,bay_area,Konu,Words to Look After,spotify:track:3t1GyYS25V4H7tIPx5qBEE,0.751,0.876,5,-6.574,1,0.156,0.047,0.0,0.179,0.97,152.037,182840,4
253,bay_area,Konu,Now She Knows,spotify:track:3VW3ZJZJhh7UIHB8Fpclr4,0.786,0.876,1,-5.781,1,0.041,0.0889,0.0013,0.0524,0.963,139.968,221093,4
254,bay_area,Konu,Hey Lady,spotify:track:7pZwmsDuW9wUYH5S2Oo4Mo,0.722,0.874,11,-8.441,1,0.144,0.00635,0.0,0.385,0.837,144.056,174533,4
255,bay_area,Konu,We in the Bay,spotify:track:7hmYDF54nnPsOELrRwpMPL,0.729,0.866,9,-6.73,1,0.0961,0.0277,0.0,0.205,0.919,140.053,221000,4
256,bay_area,Konu,Lot to Learn,spotify:track:2jy5DCmcfNPpL7xdiwk1wP,0.856,0.803,1,-6.131,1,0.0382,0.00707,0.0,0.293,0.965,130.031,208973,4
257,bay_area,Konu,My Town,spotify:track:5BU5k88pkFz5QqYlmiwBYK,0.771,0.626,0,-7.506,1,0.285,0.00837,0.0,0.124,0.899,85.976,188973,4
258,bay_area,Konu,Caress You Down Slow (Bonus Oldies),spotify:track:0dsQYlgcZxSbpSKVaULydi,0.92,0.574,7,-9.992,1,0.329,0.00138,0.0,0.108,0.924,148.031,177476,4
259,bay_area,Konu,How We Ride,spotify:track:6qoyzujnesvtCnCIY8XRyk,0.661,0.845,7,-4.763,1,0.294,0.0166,4.45e-06,0.112,0.375,176.097,241920,4
260,bay_area,Yantz,We Active N We Function,spotify:track:4e0uw2BMg5LCiKa8p3YakL,0.9,0.424,11,-8.793,0,0.381,0.00247,0.0,0.245,0.367,100.066,223548,4
261,bay_area,Yantz,Krime Watch 4,spotify:track:66DK6uJULo5EkkoSkLYIBn,0.813,0.651,4,-8.927,0,0.318,0.309,0.0,0.0927,0.503,97.915,520747,4
262,bay_area,Yantz,From the Start,spotify:track:3PteowkwNjqFq9bv2It5DV,0.749,0.755,0,-7.113,1,0.183,0.000307,0.0,0.0781,0.299,95.006,278728,4
263,bay_area,Yantz,Hey Mama,spotify:track:46dHuYeNDICFYKfJEBpmJS,0.809,0.441,8,-8.61,1,0.264,0.629,0.0,0.0706,0.664,91.99,163265,4
264,bay_area,Yantz,Im a Chicano,spotify:track:6IEeKMEJaKHQlgTAFeB63i,0.884,0.797,0,-7.522,1,0.407,0.234,0.0,0.0969,0.454,91.857,215973,4
265,bay_area,Yantz,No Regrets,spotify:track:3CGZs8r1MLuMD7TNusrV85,0.787,0.597,8,-10.46,0,0.197,0.197,0.0,0.125,0.289,96.008,246204,4
266,bay_area,Yantz,Don't Ask Me Why,spotify:track:03NSixurDaeU4xBU4vSp7L,0.772,0.732,5,-8.76,1,0.298,0.158,5.24e-05,0.35,0.404,99.002,177413,4
267,bay_area,Yantz,93905 (Remix),spotify:track:0nHIol7Y349FKN7g6bQ7yr,0.823,0.485,7,-9.535,1,0.278,0.00276,0.0,0.144,0.403,90.005,289120,4
